session_date,ticker,signal_type,alert_price,eod_return_pct,is_win,pct_b,rsi,vol_ratio,tape_label,prev_state,mins_in_pre_breakout,ret_1d,ret_3d,ret_5d,gap_pct
2026-06-25,DAL,BREAKOUT,94.21,-2.229062084331209,0,102.2,,1.44,,,,-1.9828094265387768,-0.828666107984317,-1.79221628324935,
2026-06-25,CAT,BREAKOUT,1038.58,1.774539252212162,1,84.3,,1.12,,,,-4.1361295384232495,2.344376230646659,-7.397994314878842,3.035849169975282
2026-06-25,SPG,PRE-BREAKOUT,223.19,1.0305145809239056,1,94.2,,1.31,,,,1.6577800930366235,0.2060996892711937,1.285898812040751,
2026-06-25,LRCX,PRE-BREAKOUT,393.52,2.109170391395296,1,90.2,64.0,1.06,,,,-3.666904772847469,10.11638203198456,-10.700852901476573,8.855390480892886
2026-06-25,WDC,PRE-BREAKOUT,682.21,-0.999690029692109,0,75.1,,1.89,,,,-14.036731767779536,-6.374874202499968,-20.99206989050293,
2026-06-25,CNP,BREAKOUT,43.78,1.005027913894755,1,110.9,,2.31,,,,2.2668666848312915,-0.0037059548675577,1.290520275494123,
2026-06-25,MTD,BREAKOUT,1242.4,0.0821027000412434,1,118.0,,1.57,,,,1.7184481648422334,2.825982756408959,5.314717780983371,
2026-06-26,BDX,BREAKOUT,155.76,0.1027209610588864,1,111.8,,4.75,NO DATA,,,-0.365946044294903,-1.8361621106289268,-0.141247248245492,
2026-06-26,LLY,BREAKOUT,1187.11,1.7698440007402516,1,117.2,,1.6,NO DATA,,,3.4588341447401763,0.2463687416288381,0.9462388075083692,0.09844083742475132
2026-06-26,MRNA,BREAKOUT,68.58,-1.9101827893461536,0,99.7,,1.81,NO DATA,,,1.63312474226041,5.715952172645088,19.27676152195657,
2026-06-26,ERIE,BREAKOUT,237.05,0.700277036012308,1,98.3,,1.52,NO DATA,,,-0.3760259982730484,4.556724356840588,7.853620521530921,
2026-06-26,EXC,BREAKOUT,47.22,0.3811976405737132,1,98.4,,1.69,NO DATA,,,-0.1482390387994337,-2.0330404033604315,-0.36001855768626,
2026-06-26,KVUE,PRE-BREAKOUT,19.08,0.2620501088396397,1,94.7,,1.27,NO DATA,,,-1.154196237368145,0.1934635314301714,1.385626403040865,
2026-06-26,KDP,BREAKOUT,33.22,0.5418468569503534,1,119.1,,3.77,NO DATA,,,0.8428657435279987,0.4515320044694966,-4.425045153521971,
2026-06-26,BF-B,PRE-BREAKOUT,27.7,0.9386248536919024,1,88.8,,1.54,NO DATA,,,0.0721996872003353,-6.750902802505215,-7.039711191335737,
2026-06-26,VRTX,BREAKOUT,503.08,-2.3336255987336725,0,107.8,,3.9,NO DATA,,,-0.6818013245439313,-1.0077900601047516,5.269544974053583,0.4831536839530973
2026-06-26,MNST,BREAKOUT,96.38,-2.849742712909864e-06,0,97.6,,1.7,NO DATA,,,1.307324537921189,1.0064312866996248,1.0271869128263496,
2026-06-26,TROW,BREAKOUT,110.27,-3.044285471815508e-06,0,96.9,,1.61,NO DATA,,,3.727212526904845,5.296091965495209,8.025757455864728,
2026-06-26,FAST,PRE-BREAKOUT,47.12,-0.0424480600146513,0,81.2,,1.09,NO DATA,,,0.0452284497194716,0.7839536423998953,1.9659269038202047,
2026-06-26,SBUX,PRE-BREAKOUT,104.6,-1.4587752395465183e-06,0,89.6,,1.54,NO DATA,,,-1.0844768575227002,-1.7213489539764526,-2.938069622557655,0.2714218392372144
2026-06-26,TTWO,PRE-BREAKOUT,238.53,-5.117608376878666e-07,0,81.0,,1.79,NO DATA,,,3.61379864020642,4.942777564339391,8.334382954810453,
2026-06-29,ABBV,BREAKOUT,253.35,0.3789214756636099,1,120.2,,8.38,NO DATA,,,-1.376944452153639,2.318880613066166,-0.1972626858687317,-0.11841446399461898
2026-06-29,ABNB,BREAKOUT,145.56,1.1060718390665776,1,95.2,,1.55,NO DATA,,,-1.6900205389422762,2.3151914507977795,2.225888329044937,0.4053286258493703
2026-06-29,AEE,BREAKOUT,118.32,-3.15247097879426,0,119.1,,2.34,NO DATA,,,-4.462473871258156,-2.7890494903089817,-3.2876941301759737,
2026-06-29,AEP,BREAKOUT,138.69,-0.5191425332012927,0,111.0,,1.47,NO DATA,,,-2.1008900174737706,-0.8844006903041389,-1.5856734676087392,
2026-06-29,ALL,BREAKOUT,239.61,0.7387024259473671,1,102.8,,1.52,NO DATA,,,-0.6969648840172629,4.473937578170641,4.945539298805215,
2026-06-29,ALLE,BREAKOUT,139.71,-0.042950471344666,0,113.7,,1.76,NO DATA,,,0.5583032661685309,0.6227197989082238,-0.2791444247235402,
2026-06-29,AOS,BREAKOUT,61.72,-0.0648083195466908,0,101.1,,1.66,NO DATA,,,1.0085666480963695,1.0085666480963695,-1.262198032223396,
2026-06-29,ARE,BREAKOUT,55.22,0.6700473607169355,1,105.2,,1.7,NO DATA,,,-4.291925979498198,-4.780873178097268,-10.521550439311644,
2026-06-29,BIIB,BREAKOUT,216.03,0.2777414631359065,1,135.7,,2.16,NO DATA,,,0.0138858300207141,0.0416586201858532,-4.781744689051434,
2026-06-29,CB,BREAKOUT,341.44,0.5418253704668103,1,98.9,,1.88,NO DATA,,,-0.2050169182359998,5.7784715990318585,5.230783678821682,
2026-06-29,CINF,BREAKOUT,184.08,1.1299454922367245,1,103.1,,1.79,NO DATA,,,0.5758362612170931,4.318773782755792,2.7053441756810828,
2026-06-29,DGX,BREAKOUT,209.88,1.315036873283992,1,101.9,,1.54,NO DATA,,,0.5773469791517793,2.366336032234196,0.7814009302748914,
2026-06-29,EW,BREAKOUT,90.78,0.4406260246483588,1,108.5,,2.87,NO DATA,,,-0.3525015592942772,3.9546185796232978,4.450319117453423,
2026-06-29,GPC,BREAKOUT,116.02,0.9998278789655104,1,104.3,,1.59,NO DATA,,,1.689366796184794,14.26478824704254,10.903290957546384,
2026-06-29,HD,BREAKOUT,348.86,0.5589627812284974,1,98.2,,1.45,NO DATA,,,1.0949930275128237,2.591295619011741,-1.046267426739061,0.0
2026-06-29,HSIC,BREAKOUT,84.95,-0.7769265267482743,0,102.4,,1.72,NO DATA,,,-1.6833470946834568,1.742201654120987,2.224833829182604,
2026-06-29,INCY,BREAKOUT,113.75,0.8000032194368132,1,104.3,,1.72,NO DATA,,,-0.3428566062843406,2.7340664706387363,3.780222463083791,
2026-06-29,LII,BREAKOUT,563.87,0.8796384077613182,1,101.3,,2.7,NO DATA,,,1.6103024113769566,1.0924555831796328,-1.2307814432792583,
2026-06-29,NRG,BREAKOUT,149.36,-0.167380416208122,0,105.9,,2.55,NO DATA,,,-2.555325737469462,-8.799895259487363,-7.925927070736191,
2026-06-29,NVR,BREAKOUT,6828.62,-0.1111529832345318,0,101.8,,1.48,NO DATA,,,-0.2228868740133422,-1.1397611953440066,-1.9759491462952967,
2026-06-29,PHM,BREAKOUT,137.61,0.239809927626071,1,104.6,,1.77,NO DATA,,,-0.2906716707599928,-2.863165344854808,-5.588257998005015,
2026-06-29,PNW,BREAKOUT,108.08,-0.203552359038153,0,102.9,,1.84,NO DATA,,,-1.891337069293288,0.2817273934093974,-0.4151184059442353,
2026-06-29,PODD,BREAKOUT,158.25,-0.3222714103228672,0,97.5,,1.7,NO DATA,,,-3.791469194312796,3.9368061469441153,2.085309985312994,
2026-06-29,SYY,BREAKOUT,82.82,0.7003157762363114,1,99.3,,1.63,NO DATA,,,0.2531643507993698,2.426952222959061,2.1733913868413888,
2026-06-29,AIZ,PRE-BREAKOUT,264.43,1.3425144599055017,1,81.0,,1.38,NO DATA,,,1.5505043978734894,5.691491504870143,5.929730118202357,
2026-06-29,AMGN,PRE-BREAKOUT,358.33,0.6195372402446812,1,90.9,,1.15,NO DATA,,,0.4705305852409137,3.808267734067589,2.129685962921753,
2026-06-29,APH,PRE-BREAKOUT,163.72,1.6491559790772743,1,79.3,,1.19,NO DATA,,,7.69607092854798,0.5313928279322173,-3.121182133916709,
2026-06-29,AXP,PRE-BREAKOUT,340.36,0.1527808446387608,1,76.8,,1.88,NO DATA,,,-0.8912330705447948,3.408153559489397,2.7088925174126253,0.41720927513486156
2026-06-29,BALL,PRE-BREAKOUT,61.79,0.3722292567788844,1,93.2,,1.27,NO DATA,,,0.9872172291291588,2.589414775284736,1.4079945742225444,
2026-06-29,BRK-B,PRE-BREAKOUT,498.66,-0.5334295913047016,0,87.6,,1.25,NO DATA,,,0.3469327093485491,1.828901211105132,1.0708699314161902,
2026-06-29,BXP,PRE-BREAKOUT,67.4,-0.4896146961065087,0,85.5,,1.17,NO DATA,,,-1.6172143047570555,2.8486642356442324,1.7655732016181294,
2026-06-29,CAH,PRE-BREAKOUT,237.92,-0.7145253779828777,0,87.5,,1.49,NO DATA,,,-0.368194734,0.4287165607793639,0.7523565542481507,
2026-06-29,CSX,PRE-BREAKOUT,47.66,0.7343649213873407,1,86.5,,1.48,NO DATA,,,-0.2727679830111658,2.580779248108353,1.7834626973000558,
2026-06-29,DE,PRE-BREAKOUT,613.24,2.1834852395167457,1,86.3,,1.57,NO DATA,,,3.4391130862050328,1.3094415777265005,-1.570350050296378,0.14186862093827174
2026-06-29,DVA,PRE-BREAKOUT,217.04,1.2255791320688332,1,88.5,,2.1,NO DATA,,,2.5064484553718533,8.233507031933922,7.95705748184379,
2026-06-29,EXR,PRE-BREAKOUT,149.21,-0.6366902306575098,0,84.2,,1.31,NO DATA,,,-2.6204657517875445,0.0871230734472334,-0.9918934873406242,
2026-06-29,FITB,PRE-BREAKOUT,56.31,0.8346630781333204,1,92.0,,1.22,NO DATA,,,0.1065511132743089,1.5095007057576044,2.8591691865482334,
2026-06-29,FRT,PRE-BREAKOUT,125.08,0.2718245674330942,1,78.6,,1.39,NO DATA,,,-2.2145846189688583,-2.710263478248919,-2.3744798446181927,
2026-06-29,FTNT,PRE-BREAKOUT,151.35,2.6891299431419347,1,88.1,,1.3,NO DATA,,,1.499831593780975,3.2375289065080977,4.836470544397304,
2026-06-29,GWW,PRE-BREAKOUT,1353.61,-0.0236376014878657,0,87.5,,1.32,NO DATA,,,0.3057405867458204,-0.9786846464038682,0.0130210978651605,
2026-06-29,IEX,PRE-BREAKOUT,227.19,-0.541394113355698,0,84.8,,1.58,NO DATA,,,-0.4314548034547065,-1.8046585070246808,-2.693777312285421,
2026-06-29,ITW,PRE-BREAKOUT,267.71,-0.0896487913402019,0,83.9,,1.31,NO DATA,,,1.0309668001580612,1.886373226859296,1.2625588651490964,
2026-06-29,PPG,PRE-BREAKOUT,123.24,-1.8906169570680136,0,91.6,,1.27,NO DATA,,,-2.190604948138537,1.067290140490612,-3.0534619830019127,
2026-06-29,RL,PRE-BREAKOUT,411.16,-3.2955576049317843,0,75.6,,1.95,NO DATA,,,-2.3713387337996523,-3.147193009849426,-3.854947573063108,
2026-06-29,TGT,PRE-BREAKOUT,140.39,-4.608591659701314,0,93.4,,1.47,NO DATA,,,-7.674946347841273,-7.957699676041955,-9.837990288075844,-0.8832577096339054
2026-06-29,URI,PRE-BREAKOUT,1121.66,0.0900490295911789,1,86.0,,1.75,NO DATA,,,0.8272093649144944,-2.2254952690097785,-6.014217522745313,
2026-06-29,WSM,PRE-BREAKOUT,239.19,0.4097153597329799,1,91.8,,1.36,NO DATA,,,-2.8703979915776934,-5.1913428034460045,-7.2914405821797,
2026-06-29,CHTR,BREAKOUT,149.11,-1.971699973881497,0,113.9,,4.49,NO DATA,,,-4.627451737732429,-7.987393905008265,-7.437459410863842,
2026-06-29,CMCSA,BREAKOUT,25.36,-4.495270846393956,0,103.2,,4.43,NO DATA,,,-4.495270846393956,-6.190848124892176,-7.68927504963679,16.745788295168662
2026-06-30,INTC,PRE-BREAKOUT,140.51,-0.0177918935651757,0,87.9,63.6,0.84,NO DATA,,,-9.600742549949176,-13.031103161168462,-21.542952200007445,0.20498350285355105
2026-06-30,TSLA,PRE-BREAKOUT,416.87,0.0755625395432018,1,76.9,55.7,0.82,NO DATA,,,2.0222102317194195,0.6956578822347184,-5.471730381511324,-1.4180255414287761
2026-06-30,QQQ,PRE-BREAKOUT,734.92,0.0646355428141894,1,69.2,56.4,0.6,BULLISH,,,-1.32667733764814,-1.6464367109047529,-3.194905235752696,0.013807256598423023
2026-06-30,MRVL,PRE-BREAKOUT,297.33,-1.9725261861820147,0,66.8,59.2,0.4,NEUTRAL,,,-8.524911835781156,-16.184533477507102,-22.08897099222139,0.36003600360036003
2026-06-30,ROKU,PRE-BREAKOUT,137.62,0.3705892187272892,1,69.5,60.3,0.36,NO DATA,,,2.0999814756837183,3.3715989731404825,1.1844208690597264,-0.5713021213438643
2026-06-30,RIVN,PRE-BREAKOUT,17.1,0.9064278407403517,1,71.0,58.4,0.84,NO DATA,,,0.4678380419636247,17.777774208470383,-2.5731003075315324,-1.2195117800056527
2026-06-30,ARKK,PRE-BREAKOUT,80.66,0.1983631227674462,1,85.5,58.4,0.49,NO DATA,,,1.475326647806964,3.6573278085191743,-0.6198814008066224,-0.7069325489776772
2026-06-30,SPY,PRE-BREAKOUT,746.88,-0.0147253198304942,0,67.3,56.0,0.42,NEUTRAL,,,-0.1499558475759151,0.5891213175978743,-0.1981544004307914,0.039133337023448046
2026-06-30,XLI,PRE-BREAKOUT,184.93,0.1622212337311716,1,93.3,63.9,0.42,NO DATA,,,-0.848969550450681,0.3406681223131688,-2.4387616022574456,0.306419804232302
2026-06-30,IWM,PRE-BREAKOUT,300.66,-0.0698422779780399,0,84.5,63.6,0.49,BULLISH,,,-0.445683721074062,-0.5853808632726833,-2.3880759042346504,-0.13713872978403124
2026-07-01,META,BREAKOUT,611.75,1.2161834804096854,1,85.9,58.2,1.18,NO DATA,,,-4.7159747586330205,0.6260755357325296,3.225170489374744,7.921318833586902
2026-07-01,HOOD,BREAKOUT,104.0,3.8461538461538463,1,76.1,61.0,0.28,NO DATA,,,8.394233997051533,8.557693774883564,10.68269289456881,0.38891044514946094
2026-07-01,RCL,BREAKOUT,319.53,-2.760306871004866,0,74.5,62.0,0.41,NO DATA,,,-7.270056710490791,-11.664003453314235,-9.842585493610724,0.028342625338268607
2026-07-01,XLF,BREAKOUT,54.01,1.5922957450190105,1,75.5,63.9,0.43,NO DATA,,,2.980927479882925,3.777076906240601,2.8328104342294864,0.4103734717373701
2026-07-01,BKNG,BREAKOUT,181.55,1.2778821906843782,1,85.4,60.8,0.17,NO DATA,,,1.657944124810652,0.2203232983983344,-3.321396710294174,0.9201073491390436
2026-07-01,TMO,BREAKOUT,506.72,1.7741596883202209,1,86.6,61.5,0.11,NO DATA,,,3.2996531499459705,1.953740747787234,3.550288516864585,0.6821472649709371
2026-07-01,WFC,BREAKOUT,84.4,0.9952581324283476,1,73.9,59.6,0.19,NO DATA,,,0.7368169124657441,2.704197309593447,2.386122066262767,0.22991583108609012
2026-07-01,UPS,BREAKOUT,108.19,1.9502754891929148,1,58.2,55.0,0.1,NO DATA,,,0.6778188504995574,1.8605477731233848,0.7505939235770137,0.5023264330486918
2026-07-01,IBM,BREAKOUT,288.27,0.204664152205404,1,74.9,61.0,0.36,NO DATA,,,-0.2817094183350181,5.439211669100373,1.7090737246927858,-0.5511851783603331
2026-07-01,SOFI,BREAKOUT,18.3,1.065578356466654,1,94.2,60.4,1.03,NO DATA,,,-0.3278701031794352,-3.0054644808743207,1.7486384657562717,1.1712162905654644
2026-07-01,PYPL,BREAKOUT,44.3,0.2595957461113918,1,94.8,55.4,0.46,NO DATA,,,2.64108627698223,3.0474075076273346,2.302482381093051,1.5748038452289517
2026-07-01,SCHW,BREAKOUT,93.02,2.875725322322321,1,94.9,61.0,0.31,NO DATA,,,3.975458827948631,9.25998330962092,9.238551781014,0.5310561515024005
2026-07-01,LOW,BREAKOUT,224.69,-0.6920670671432019,0,84.6,56.4,0.74,NO DATA,,,0.6287088317341403,-2.290630480641383,-5.784987571417841,1.0295201401962197
2026-07-01,XYZ,BREAKOUT,76.46,1.0332199843055274,1,85.6,59.3,0.62,NO DATA,,,3.0996623477042817,1.438657544590317,1.2555560671531767,-0.5460538362201892
2026-07-01,DIA,BREAKOUT,523.24,-0.0420419824076922,0,91.9,67.3,0.62,NEUTRAL,,,0.7745907709655208,0.8834004830479303,0.0701505359036944,-0.1837749470196772
2026-07-01,TFC,BREAKOUT,50.18,1.13591072140295,1,81.3,58.3,0.39,NO DATA,,,0.5972994899027569,1.3471406501049352,1.3668679107751165,-1.103972782877568
2026-07-01,RTX,BREAKOUT,190.75,0.0733941754382372,1,87.8,61.1,0.36,NO DATA,,,4.110241811209862,4.946263464531455,1.994073750307176,0.3952985910973372
2026-07-01,VLO,BREAKOUT,265.38,0.574647215048941,1,88.9,61.6,0.45,NO DATA,,,0.5083981504705534,-0.0696625990913955,5.572110500302633,0.9983128855562708
2026-07-01,MPC,BREAKOUT,259.63,0.4649297723563357,1,67.1,57.3,0.38,NO DATA,,,2.3081618703780395,2.3004745861297824,8.818856721133201,0.7001186290735587
2026-07-01,ABBV,PRE-BREAKOUT,251.49,-0.1769461334664187,0,90.0,72.9,0.36,NO DATA,,288.0,3.075622900792523,0.5408704065177754,-1.3305685904975135,-0.3536796184259762
2026-07-01,AXP,PRE-BREAKOUT,350.46,-0.6976503314393881,0,86.0,70.9,0.44,NO DATA,NEUTRAL,279.0,0.4280064643834233,-0.2511023876431988,-1.0671685154644908,0.9696966088091279
2026-07-01,JNJ,PRE-BREAKOUT,253.68,0.1064320988024994,1,87.7,67.2,0.26,NO DATA,,351.0,3.6896911640341647,5.345313085136784,2.136552390222177,-0.28349853023681915
2026-07-02,NKE,BREAKOUT,44.64,-0.3136200716845891,0,69.2,55.3,0.24,NO DATA,,,-2.912186038109565,-3.920252263332354,-0.6048411024086804,2.4384561160553835
2026-07-02,XYZ,BREAKOUT,79.58,0.9047537720002692,1,93.4,62.4,0.27,NO DATA,,0.0,-0.8293564099707034,-3.807485484094227,-2.865037632875328,1.7113960091133333
2026-07-02,XLV,BREAKOUT,160.69,0.1120138883486852,1,93.3,68.9,0.12,NO DATA,,0.0,0.7903458297760843,1.0019310795679974,0.0933451601783728,0.7082894135427545
2026-07-02,VRTX,BREAKOUT,503.28,1.1345553636892045,1,92.4,75.2,0.05,NO DATA,,0.0,5.227711583108563,-0.9636797258422196,-3.5546783801387845,1.1545952666104207
2026-07-02,LMT,BREAKOUT,534.2,0.5213375798507028,1,73.6,56.2,0.01,NO DATA,,,0.7113440658929154,-1.1680977213298007,-2.055415443069084,1.375951970986838
2026-07-02,AXP,BREAKOUT,350.83,-0.0570062757425203,0,85.4,71.2,0.05,NO DATA,,0.0,1.482199007866172,-4.115949420392351,-0.0712634118331839,0.4224141438802083
2026-07-02,JNJ,BREAKOUT,255.37,0.0567801189052876,1,88.2,68.7,0.04,NO DATA,,0.0,1.550685895863109,3.144454672234158,0.6304620692830483,0.708718435324644
2026-07-02,BKNG,PRE-BREAKOUT,185.66,-0.285465429918936,0,92.4,64.0,0.09,NO DATA,,1.0,-2.493806539213143,-6.124101429423239,-3.915760320129031,0.9362717474713846
2026-07-02,LLY,PRE-BREAKOUT,1193.17,0.535553072382806,1,80.7,64.8,0.06,NO DATA,,1.0,0.4335422033584842,1.753330201139605,-0.527238332289202,0.10656850837070844
2026-07-02,KO,PRE-BREAKOUT,81.69,0.1836165233083942,1,66.3,56.6,0.1,NO DATA,,,1.5546567321246891,2.093281339060973,2.2034494598721186,0.4182511182942818
2026-07-02,TMO,PRE-BREAKOUT,517.41,0.7817817765106554,1,93.5,65.0,0.05,NO DATA,,1.0,0.0367166436554244,-1.407007038361738,1.863123595015323,1.0441597360600847
2026-07-02,SBUX,PRE-BREAKOUT,104.11,0.4610472941029926,1,76.0,58.0,0.04,NO DATA,,1.0,-2.4812417877200192,-0.8003713395086922,1.243406491256244,0.5899996266105373
2026-07-02,MRK,PRE-BREAKOUT,126.42,0.2611131008771591,1,79.4,62.6,0.04,NEUTRAL,,1.0,0.2847641032248642,-0.340137744210149,-2.2781198263507814,0.6460856192458152
2026-07-02,VLO,BREAKOUT,270.44,0.486246443873873,1,92.3,63.2,0.06,NO DATA,,3.0,-0.429168055703205,4.19722863016635,3.39055077561682,0.17072129264776006
2026-07-02,MPC,BREAKOUT,266.48,0.6623368047086017,1,82.2,60.7,0.04,NO DATA,,3.0,0.666264877846126,5.041107663303759,6.186272682137255,0.8041699407553178
2026-07-02,DHR,BREAKOUT,196.38,-0.2036889054185421,0,92.0,65.5,0.05,BULLISH,,4.0,-1.4054409220961888,-2.856704209969985,1.3596104754851903,1.9357835930052802
2026-07-02,TFC,BREAKOUT,51.27,-0.2145507169648795,0,88.0,60.0,0.06,NO DATA,,4.0,-0.6916222480251669,-4.032804497692218,-0.2087918410460308,1.0021657346182018
2026-07-02,BA,BREAKOUT,225.81,0.0199263662101147,1,82.8,55.6,0.34,NO DATA,,6.0,3.8660791311867535,-0.3808525095247397,-1.5632616893419808,1.1071452780093682
2026-07-02,DIA,PRE-BREAKOUT,525.41,0.0761305568211076,1,88.8,67.4,0.15,BULLISH,,6.0,0.7785326280904498,-0.6131214417668999,-0.0408725633612261,0.5914941952344444
2026-07-02,SPY,PRE-BREAKOUT,748.92,0.2443518666880362,1,76.3,56.7,0.09,NEUTRAL,,7.0,0.3151243519835284,-0.4700068880437776,0.8051610595298951,0.2199118519311485
2026-07-02,ROKU,BREAKOUT,141.31,0.3396739693813674,1,75.4,64.4,0.04,NO DATA,NEUTRAL,0.0,0.6722769137611883,-1.4577878423324622,-0.438749953006689,0.010674962803238717
2026-07-02,DE,BREAKOUT,636.25,-0.8612935903732809,0,92.3,66.6,0.06,NO DATA,,9.0,-0.1587441674852652,-6.209824717583498,-7.762674208005895,1.658616233058351
2026-07-02,ABBV,BREAKOUT,252.9,0.8303677342823227,1,88.2,73.4,0.1,NO DATA,,12.0,0.023510240198075,-0.7695727123955884,-2.599179353483964,0.4939080320331251
2026-07-02,C,BREAKOUT,141.45,-0.3625993131959092,0,57.7,58.9,0.08,NO DATA,,,1.1893096093197766,-3.361606699032336,-0.9700922124922596,1.2488403190048303
2026-07-02,XLI,PRE-BREAKOUT,185.45,-0.5284436663773867,0,87.5,62.9,0.18,NO DATA,,18.0,0.0593138628168031,-2.712322367783595,-1.90347901377982,0.7362598707579905
2026-07-02,IWM,PRE-BREAKOUT,302.18,-0.3342334278461949,0,83.9,64.4,0.17,BULLISH,,18.0,-1.0854477806326135,-2.879075059127633,-2.0484511766579545,0.40759093640594457
2026-07-02,INTC,BREAKOUT,129.9,-0.7852156406370329,0,63.5,55.2,0.25,NO DATA,,,-5.927638992885156,-15.13472065914586,-15.4426510100919,1.4958286695739893
2026-07-02,RIVN,BREAKOUT,19.35,0.981916876110296,1,114.1,67.6,1.58,NO DATA,BREAKOUT,,4.082684184229644,-13.901809574097632,-9.66408505304224,4.627474168638038
2026-07-02,AAPL,BREAKOUT,305.74,0.9452491930439232,1,82.5,58.7,0.65,NEUTRAL,NEUTRAL,30.0,2.1752451371825297,2.4138040817718864,3.044517997701271,-0.08832453336241546
2026-07-02,LOW,PRE-BREAKOUT,223.74,1.6805220345043312,1,77.4,55.0,0.16,NO DATA,NEUTRAL,6.0,-0.5964502014231123,-5.45158082746017,-5.993508580778055,0.7209832897968742
2026-07-02,PG,BREAKOUT,149.92,0.9938658365190688,1,62.4,55.1,0.51,NO DATA,,,-1.1448378751219317,-1.7473320569147213,-2.6477654944616216,0.7800374499118814
2026-07-02,ABNB,PRE-BREAKOUT,148.36,0.3841956563637344,1,88.1,63.3,0.37,NO DATA,,6.0,-0.4785697651089503,-3.64653751129538,0.1752461021754424,-0.5498591894766456
2026-07-02,HD,PRE-BREAKOUT,354.55,0.9448579598037974,1,87.4,68.6,0.3,NO DATA,,39.0,-1.0999876190990372,-5.172756605534308,-3.1730396860897647,0.5700604323555571
2026-07-02,UPS,PRE-BREAKOUT,110.35,0.2809276503030183,1,84.1,59.4,0.25,NO DATA,NEUTRAL,24.0,-1.8637376723918169,-1.9350882401874665,0.3216292774941998,0.712067530379498
2026-07-02,ISRG,PRE-BREAKOUT,423.04,0.7020635792419108,1,86.5,55.1,0.9,NO DATA,NEUTRAL,39.0,2.3141987926119523,-1.876889631355048,-3.84360845799526,1.8465114035537453
2026-07-06,ISRG,BREAKOUT,426.01,-0.5797965904739598,0,93.4,56.5,0.88,NO DATA,,0.0,0.3028069277643151,-3.394289384528824,-4.434169358187012,0.6854258921668804
2026-07-06,LMT,BREAKOUT,545.91,-1.512148651448951,0,89.2,60.0,0.69,NO DATA,,0.0,-1.9288884829344524,-5.064935655030127,-4.621642271476749,-0.16668923252851656
